memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,warm,False,862090,0.312206,1238651,879630,85.0
128,warm,False,699940,0.305267,1056067,715100,85.0
128,warm,False,748408,0.341467,1145826,761800,85.0
128,warm,False,660013,0.290887,1003914,672500,85.0
128,warm,False,714769,0.284227,1047485,716950,85.0
128,warm,False,679763,0.292045,1018998,694620,85.0
128,warm,False,650744,0.36812,1081034,661850,85.0
128,warm,False,775574,0.323998,1151516,777960,85.0
128,warm,False,699144,0.380917,1135073,713090,85.0
128,warm,False,665981,0.361243,1094340,679840,85.0
128,warm,False,701180,0.316298,1077993,721530,84.0
128,warm,False,912603,0.346577,1309813,914690,85.0
128,warm,False,705252,0.201886,958898,707420,85.0
128,warm,False,678316,0.304248,1033390,687300,85.0
128,warm,False,573606,0.294885,923015,594710,85.0
128,warm,False,629935,0.343456,1026665,634880,85.0
128,warm,False,639621,0.319753,1020745,646050,85.0
128,warm,False,656546,0.354562,1084449,667930,85.0
128,warm,False,677273,0.323388,1051928,679420,85.0
128,warm,False,732441,0.321496,1101379,744890,85.0
128,warm,False,693924,0.340882,1083809,699990,85.0
128,warm,False,664005,0.360337,1084970,666100,85.0
128,warm,False,675348,0.383087,1114375,678780,85.0
128,warm,False,645749,0.376733,1071058,647980,85.0
128,warm,False,740539,0.292601,1096760,746720,85.0
128,warm,False,658027,0.315606,1026270,660190,85.0
128,warm,False,605723,0.327337,994521,611550,85.0
128,warm,False,688458,0.301426,1061362,707010,85.0
128,warm,False,649551,0.322286,1036774,659550,85.0
128,warm,False,674685,0.362401,1090053,676900,85.0
128,warm,False,654357,0.377617,1079959,658550,85.0
128,warm,False,703299,0.316012,1069884,705480,85.0
128,warm,False,601159,0.523949,1173767,613330,85.0
128,warm,False,636836,0.345504,1031966,657170,85.0
128,warm,False,772414,0.296062,1123315,779060,85.0
128,warm,False,634011,0.388431,1071101,636230,85.0
128,warm,False,594165,0.127757,781026,596510,85.0
128,warm,False,642279,0.318119,1013338,648850,85.0
128,warm,False,712666,0.2375,1008677,725110,85.0
128,warm,False,647430,0.357186,1054931,653160,85.0
128,warm,False,693023,0.357567,1107216,710990,85.0
128,warm,False,641292,0.316936,1035639,657380,85.0
128,warm,False,634300,0.353809,1040468,648540,85.0
128,warm,False,670311,0.317819,1046063,672650,85.0
128,warm,False,730554,0.31606,1094939,732690,85.0
128,warm,False,740185,0.319351,1112595,749770,85.0
128,warm,False,738059,0.362628,1168798,752170,85.0
128,warm,False,670506,0.314095,1035792,672850,85.0
128,warm,False,596681,0.303104,948066,617730,85.0
128,warm,False,639252,0.325598,1025333,641370,85.0
256,warm,False,450388,0.373907,882559,452530,85.0
256,warm,False,420424,0.267679,758459,422650,85.0
256,warm,False,367524,0.376429,795502,369640,85.0
256,warm,False,325450,0.365769,753917,327320,85.0
256,warm,False,304080,0.345595,698861,306120,85.0
256,warm,False,372168,0.34458,776868,374240,85.0
256,warm,False,401718,0.358462,810561,403930,85.0
256,warm,False,442481,0.310666,796445,444870,85.0
256,warm,False,325571,0.338264,713709,327660,85.0
256,warm,False,486063,0.356295,893490,488270,85.0
256,warm,False,495948,0.348679,901461,497990,85.0
256,warm,False,373773,0.196933,626661,375890,85.0
256,warm,False,397446,0.330125,784096,399480,85.0
256,warm,False,306947,0.307193,666325,309040,85.0
256,warm,False,401128,0.247579,703617,403240,85.0
256,warm,False,417459,0.280109,745431,419590,85.0
256,warm,False,409733,0.285319,750498,411960,85.0
256,warm,False,441204,0.33547,830346,443390,85.0
