memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,warm,False,1221524,0.242811,2273700,1241960,96.0
128,warm,False,1251808,0.240425,2274690,1253820,96.0
128,warm,False,1144831,0.303235,2333356,1165490,98.0
128,warm,False,1199841,0.273482,2319336,1201840,96.0
128,warm,False,1128584,0.230819,2258674,1130430,96.0
128,warm,False,1156903,0.3172,2356433,1158680,96.0
128,warm,False,1155946,0.228301,2260086,1157810,96.0
128,warm,False,1132683,0.296806,2333187,1153390,96.0
128,warm,False,1292855,0.303898,2333843,1294840,96.0
128,warm,False,1144880,0.292659,2323951,1146740,97.0
128,warm,False,1200664,0.318648,2367779,1221440,96.0
128,warm,False,1240239,0.158568,2290761,1261030,97.0
128,warm,False,1200776,0.272938,2323018,1202700,98.0
128,warm,False,1166926,0.288165,2318038,1192860,96.0
128,warm,False,1223135,0.332086,2372766,1230270,96.0
128,warm,False,1215668,0.25543,2285293,1217500,96.0
128,warm,False,1188221,0.295976,2327072,1190160,96.0
128,warm,False,1225074,0.319094,2362809,1239080,97.0
128,warm,False,1237306,0.292885,2321578,1239320,96.0
128,warm,False,1157142,0.22028,2251200,1159080,96.0
128,warm,False,1218477,0.307874,2369579,1220300,96.0
128,warm,False,1178186,0.266706,2299472,1180240,96.0
128,warm,False,1179103,0.264056,2296386,1181140,96.0
128,warm,False,1216570,0.304408,2336192,1237350,96.0
128,warm,False,1236450,0.247242,2279489,1238530,96.0
128,warm,False,1128539,0.304458,2334038,1130370,96.0
128,warm,False,1082067,0.235094,2263388,1102840,96.0
128,warm,False,1175877,0.249032,2277770,1195570,96.0
128,warm,False,1148693,0.256865,2284317,1169340,96.0
128,warm,False,1264541,0.321187,2352331,1274560,96.0
128,warm,False,1231441,0.250927,2285897,1233410,96.0
128,warm,False,1196456,0.248259,2281931,1216860,96.0
128,warm,False,1168842,0.219883,2253583,1189560,96.0
128,warm,False,1169838,0.322812,2368268,1171850,96.0
128,warm,False,1156605,0.225693,2256503,1158350,96.0
128,warm,False,1159411,0.256218,2286958,1161450,96.0
128,warm,False,1219789,0.214831,2249833,1221710,96.0
128,warm,False,1173802,0.226537,2258377,1175640,96.0
128,warm,False,1124076,0.271484,2317171,1144780,96.0
128,warm,False,1156086,0.228871,2256587,1175760,96.0
128,warm,False,1174705,0.240724,2271861,1214510,96.0
128,warm,False,1268799,0.211669,2242106,1289410,96.0
128,warm,False,1165256,0.265849,2296376,1185920,96.0
128,warm,False,1188344,0.166892,2275048,1192290,96.0
128,warm,False,1105125,0.289389,2320598,1123160,96.0
128,warm,False,1134600,0.236201,2265580,1151520,98.0
128,warm,False,1208898,0.298883,2329546,1210870,96.0
128,warm,False,1141290,0.248783,2277212,1161990,96.0
128,warm,False,1131779,0.225505,2253969,1152490,96.0
128,warm,False,1160935,0.241511,2270033,1162880,96.0
256,warm,False,584942,0.409342,1041861,586900,96.0
256,warm,False,661553,0.411031,1122594,663550,96.0
256,warm,False,721095,0.402947,1173546,722880,96.0
256,warm,False,555297,0.304002,908536,557090,98.0
256,warm,False,619123,0.358718,1032928,625350,96.0
256,warm,False,563285,0.290731,901995,565020,96.0
256,warm,False,619443,0.271287,940997,621350,96.0
256,warm,False,587230,0.383783,1035127,589890,96.0
256,warm,False,561814,0.439586,1050695,563650,96.0
256,warm,False,580072,0.375485,1005823,581870,96.0
256,warm,False,603665,0.29669,954069,607030,98.0
256,warm,False,624448,0.39584,1072184,626190,96.0
256,warm,False,579850,0.259197,885662,581610,96.0
256,warm,False,603490,0.400118,1057543,608260,96.0
256,warm,False,580613,0.296912,924393,582480,96.0
256,warm,False,665130,0.428988,1140682,667230,96.0
256,warm,False,606910,0.326525,979572,609450,96.0
256,warm,False,610504,0.41459,1071977,612370,96.0
256,warm,False,565371,0.364979,994490,567270,96.0
256,warm,False,585904,0.278526,912687,587470,96.0
256,warm,False,573581,0.403591,1023593,578360,96.0
256,warm,False,604612,0.381843,1034798,606250,96.0
256,warm,False,722034,0.401332,1173107,723990,98.0
256,warm,False,558633,0.360487,965474,560380,96.0
256,warm,False,535198,0.283785,870342,536780,96.0
256,warm,False,526541,0.303668,877323,528220,96.0
256,warm,False,642446,0.261114,953184,644290,96.0
256,warm,False,556531,0.338433,942663,558250,96.0
256,warm,False,625119,0.29265,965661,626890,96.0
256,warm,False,551015,0.362679,962241,552890,96.0
256,warm,False,580483,0.431185,1061734,582310,96.0
256,warm,False,579232,0.415354,1041924,583280,96.0
256,warm,False,617686,0.407539,1073247,619940,97.0
256,warm,False,565249,0.267825,878715,567860,98.0
256,warm,False,595118,0.388832,1031917,596860,96.0
256,warm,False,595517,0.438816,1085837,598290,96.0
256,warm,False,603544,0.429017,1090260,605390,96.0
256,warm,False,611468,0.377564,1036361,613290,98.0
256,warm,False,575615,0.375147,999681,577290,96.0
256,warm,False,619763,0.418395,1087724,621590,96.0
256,warm,False,579663,0.365889,1040594,581530,96.0
256,warm,False,620804,0.271971,944278,622690,96.0
256,warm,False,614876,0.415034,1086795,617590,96.0
256,warm,False,608923,0.320328,973985,610750,96.0
256,warm,False,589834,0.293781,927743,594150,96.0
256,warm,False,545531,0.341541,934260,547370,96.0
256,warm,False,598426,0.403652,1047417,600500,96.0
256,warm,False,586877,0.305438,941150,588840,98.0
256,warm,False,628615,0.410555,1088054,630470,98.0
256,warm,False,661317,0.238387,948724,663500,98.0
512,cold,True,1752753,0.274882,2353767,1755160,94.0
512,cold,True,1707399,0.139914,2211825,1710610,95.0
512,cold,True,1826698,0.326503,2479838,1830280,95.0
512,cold,True,1663555,0.218681,2252107,1666750,95.0
512,cold,True,1754615,0.163075,2259811,1757300,94.0
512,cold,True,1710664,0.274164,2303927,1713490,95.0
512,cold,True,1661216,0.276082,2308238,1664570,95.0
512,cold,True,1639596,0.249592,2281542,1641860,95.0
512,cold,True,1895429,0.142222,2378597,1899270,95.0
512,cold,True,1670148,0.295757,2326774,1672730,95.0
512,cold,True,1665079,0.281852,2413065,1667670,95.0
512,cold,True,1736681,0.279673,2396306,1743430,94.0
512,cold,True,1821538,0.16008,2386926,1825220,95.0
512,cold,True,1653219,0.310368,2436124,1656500,95.0
512,cold,True,1731343,0.248381,2321786,1734410,95.0
512,cold,True,1739896,0.30157,2405551,1743140,95.0
512,cold,True,1819623,0.230424,2395529,1822510,95.0
512,cold,True,1676418,0.280869,2316364,1678970,94.0
512,cold,True,1690040,0.27992,2319074,1693200,94.0
512,cold,True,1785807,0.241271,2339294,1788550,94.0
512,cold,True,1681781,0.256524,2357559,1684330,94.0
512,cold,True,1752227,0.279068,2405312,1755510,95.0
512,cold,True,1639405,0.273256,2313722,1641660,95.0
512,cold,True,1582873,0.295257,2430241,1585300,95.0
512,cold,True,1736228,0.294118,2399676,1739190,95.0
512,cold,True,1837369,0.29956,2479374,1840680,95.0
512,cold,True,1804448,0.270413,2456772,1806950,95.0
512,cold,True,1806662,0.24584,2407018,1809010,95.0
512,cold,True,1823734,0.308003,2479435,1826110,94.0
512,cold,True,1665458,0.237985,2270519,1668930,95.0
512,cold,True,1755619,0.318309,2442707,1758830,95.0
512,cold,True,1741093,0.276662,2378158,1752560,95.0
512,cold,True,1665749,0.290459,2321866,1668890,95.0
512,cold,True,1830645,0.154377,2313120,1833890,95.0
512,cold,True,1713802,0.277811,2394428,1717780,95.0
512,cold,True,1688138,0.291236,2329541,1690420,94.0
512,cold,True,1673853,0.261319,2349065,1676340,94.0
512,cold,True,1720083,0.26603,2329374,1723260,95.0
512,cold,True,1862544,0.161719,2428597,1865760,95.0
512,cold,True,1723272,0.294424,2327926,1726240,94.0
512,cold,True,1686681,0.270404,2309055,1689970,95.0
512,cold,True,1756865,0.271733,2370936,1760330,95.0
512,cold,True,1819553,0.215624,2398630,1822190,95.0
512,cold,True,1858393,0.28497,2487241,1861740,94.0
512,cold,True,1674484,0.232297,2267534,1677040,94.0
512,cold,True,1806500,0.277216,2395400,1809130,94.0
