memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,warm,False,1827,0.299007,361745,11580,47.0
128,warm,False,1792,0.310431,381944,35280,47.0
128,warm,False,1825,0.267805,320868,14440,47.0
128,warm,False,1909,0.218724,271822,27700,48.0
128,warm,False,1925,0.311065,367941,50110,48.0
128,warm,False,1863,0.331581,384216,4710,47.0
128,warm,False,1865,0.326461,405720,20260,47.0
128,warm,False,2134,0.357048,408210,34710,48.0
128,warm,False,1863,0.292091,342242,17570,47.0
128,warm,False,1840,0.289329,363712,19640,47.0
128,warm,False,1890,0.327035,376947,8990,47.0
128,warm,False,1850,0.273025,338127,27930,47.0
128,warm,False,52294,0.258242,379725,92040,47.0
128,warm,False,1866,0.295322,348594,28140,48.0
128,warm,False,1810,0.250929,304327,17860,47.0
128,warm,False,1842,0.233011,291388,33730,48.0
128,warm,False,1913,0.234101,292036,11570,47.0
128,warm,False,1895,0.321362,397552,40260,47.0
128,warm,False,1910,0.265375,325274,13950,47.0
128,warm,False,1875,0.282862,360410,36150,48.0
128,warm,False,1831,0.32832,388797,10780,47.0
128,warm,False,1850,0.319145,370878,24840,48.0
128,warm,False,1864,0.346737,416993,20360,47.0
128,warm,False,1803,0.252133,339634,51970,47.0
128,warm,False,2081,0.303901,352565,15570,47.0
128,warm,False,1825,0.301176,361433,34330,48.0
128,warm,False,1880,0.300521,352038,8910,48.0
128,warm,False,1860,0.312433,370562,18380,47.0
128,warm,False,1826,0.214642,328246,20440,47.0
128,warm,False,1971,0.200387,269100,8210,47.0
128,warm,False,1844,0.286094,332550,34670,47.0
128,warm,False,12057,0.371532,436856,52270,47.0
128,warm,False,1835,0.305192,372267,54580,48.0
128,warm,False,1835,0.248869,302905,40280,47.0
128,warm,False,1848,0.269425,334404,15090,47.0
128,warm,False,1846,0.349563,413227,16320,48.0
128,warm,False,1900,0.330626,392307,35360,47.0
128,warm,False,1988,0.352957,406338,30610,47.0
128,warm,False,1933,0.321501,373565,28740,47.0
128,warm,False,1842,0.194832,315984,20370,47.0
128,warm,False,1892,0.309982,357580,3810,47.0
128,warm,False,11992,0.320608,377335,32720,47.0
128,warm,False,1881,0.287008,350114,17610,48.0
128,warm,False,2167,0.200998,294859,37110,48.0
128,warm,False,1818,0.184883,272819,7920,47.0
128,warm,False,1898,0.214593,272889,14110,47.0
128,warm,False,2027,0.305707,364829,32369,48.0
128,warm,False,1807,0.51353,566098,17590,47.0
128,warm,False,1974,0.288029,373348,49920,47.0
128,warm,False,2189,0.322994,373175,50140,47.0
256,warm,False,1860,0.325063,384226,15220,48.0
256,warm,False,1944,0.319888,364559,19750,48.0
256,warm,False,11986,0.287136,348559,14000,47.0
256,warm,False,1778,0.3338,394021,3620,47.0
256,warm,False,1864,0.276132,334819,3860,47.0
256,warm,False,1873,0.273214,345196,7830,47.0
256,warm,False,1844,0.286977,343899,3810,47.0
256,warm,False,1818,0.356839,406101,18050,47.0
256,warm,False,1889,0.353967,401857,3910,47.0
256,warm,False,1825,0.237087,285371,3820,47.0
256,warm,False,1873,0.213288,269120,3830,48.0
256,warm,False,1887,0.289635,352810,4030,48.0
256,warm,False,1881,0.289429,340411,12680,48.0
256,warm,False,1834,0.276946,319737,3710,48.0
